Id;Label;age;n_pubs
37116603;37116603;0;1
37138229;37138229;0;1
36230764;36230764;7;15
36306521;36306521;0;1
35437337;35437337;0;1
36598168;36598168;0;1
37125766;37125766;2;3
37160479;37160479;2;4
37350832;37350832;4;5
37450772;37450772;0;1
37481288;37481288;2;4
35077112;35077112;25;9
35321734;35321734;4;11
36856867;36856867;14;32
35872928;35872928;8;10
36402444;36402444;4;4
36469414;36469414;3;3
36587459;36587459;0;1
36692540;36692540;0;1
36712921;36712921;0;1
37594533;37594533;0;1
37627357;37627357;10;14
36521394;36521394;0;1
36536702;36536702;0;4
36605976;36605976;4;4
36699078;36699078;7;3
36793974;36793974;7;17
37056744;37056744;0;1
37208860;37208860;6;4
37295513;37295513;2;4
37515435;37515435;9;23
37559102;37559102;7;3
27787766;27787766;0;1
28100139;28100139;19;20
27938110;27938110;0;1
30149404;30149404;0;1
27788704;27788704;0;1
28052892;28052892;1;3
28074286;28074286;36;129
28074452;28074452;0;1
28261181;28261181;3;5
31209761;31209761;4;4
28451771;28451771;1;2
28521512;28521512;0;1
28588562;28588562;8;19
28635641;28635641;0;1
28728010;28728010;3;6
28975122;28975122;0;1
29204969;29204969;17;6
29359255;29359255;22;54
36017843;36017843;0;1
36126639;36126639;26;17
36431284;36431284;21;36
36438329;36438329;12;73
36503773;36503773;10;12
36615279;36615279;0;1
36744442;36744442;0;1
37119595;37119595;2;3
37326273;37326273;6;3
37340845;37340845;0;1
36617297;36617297;6;9
36617363;36617363;0;1
36697383;36697383;6;5
36782532;36782532;0;1
36829462;36829462;10;4
37013215;37013215;0;1
37394110;37394110;0;1
37057886;37057886;0;1
37196020;37196020;0;1
37208406;37208406;2;3
37332192;37332192;0;1
37343092;37343092;0;1
37358589;37358589;2;8
37398719;37398719;15;48
37712274;37712274;0;1
37773977;37773977;0;1
37907642;37907642;6;17
37926425;37926425;32;32
37953533;37953533;2;4
38172734;38172734;0;2
38236209;38236209;3;3
37351268;37351268;0;1
38276921;38276921;6;11
37727817;37727817;0;1
38307169;38307169;4;5
38381859;38381859;0;1
37781193;37781193;2;2
38400225;38400225;0;1
38405723;38405723;0;1
38406273;38406273;0;1
38411471;38411471;0;1
37296093;37296093;2;2
37640037;37640037;8;10
37794927;37794927;28;90
37803051;37803051;7;23
37807640;37807640;6;11
37833499;37833499;0;1
38063506;38063506;16;22
38104118;38104118;2;2
37567108;37567108;0;1
37739179;37739179;0;1
36334564;36334564;0;1
36411390;36411390;4;6
37931458;37931458;9;17
38035960;38035960;0;1
29517723;29517723;0;1
29635647;29635647;0;1
32986714;32986714;24;116
29897748;29897748;0;1
37326527;37326527;6;6
37326602;37326602;2;6
37416952;37416952;0;1
37478477;37478477;0;1
37508293;37508293;2;3
37649020;37649020;6;12
37772226;37772226;3;8
37877203;37877203;2;2
38104436;38104436;0;1
38104459;38104459;0;1
38257079;38257079;0;1
37433131;37433131;0;1
37435924;37435924;1;2
37610202;37610202;3;2
37733940;37733940;0;1
37756636;37756636;1;2
37775088;37775088;37;343
37807308;37807308;0;1
37885956;37885956;0;1
38498768;38498768;1;2
38104073;38104073;12;9
38104405;38104405;0;1
38221693;38221693;5;3
38305723;38305723;31;40
36797540;36797540;0;2
38398679;38398679;0;1
38399666;38399666;0;1
38400402;38400402;0;1
38406067;38406067;0;1
37479725;37479725;7;7
37490846;37490846;7;23
37535859;37535859;2;3
37551828;37551828;6;8
38454468;38454468;5;14
37623249;37623249;7;7
37679619;37679619;1;3
38123568;38123568;2;3
38168755;38168755;0;1
38440568;38440568;1;2
37675890;37675890;16;119
37735403;37735403;6;15
37751247;37751247;2;4
38168494;38168494;0;1
38311718;38311718;0;1
38318370;38318370;5;26
38390427;38390427;11;26
38390770;38390770;2;2
38400119;38400119;0;1
38401264;38401264;0;1
38408720;38408720;0;1
38651384;38651384;0;1
38661435;38661435;3;7
38698512;38698512;6;12
38265008;38265008;0;1
38400505;38400505;0;1
38404549;38404549;0;1
30512134;30512134;0;1
33166374;33166374;2;3
30657947;30657947;1;3
30911094;30911094;0;1
31029316;31029316;1;3
31138916;31138916;9;7
33873897;33873897;0;1
34101002;34101002;0;1
34137051;34137051;30;119
31469154;31469154;0;1
31502782;31502782;5;5
34196862;34196862;2;2
31817395;31817395;37;400
31916063;31916063;1;4
32019028;32019028;0;1
32032668;32032668;0;1
32064052;32064052;6;13
34714348;34714348;4;5
32334528;32334528;1;2
32376274;32376274;0;1
35091299;35091299;1;2
32508004;32508004;13;22
32557891;32557891;0;1
32596127;32596127;4;2
35358746;35358746;0;1
32877212;32877212;0;1
32959304;32959304;0;1
38529012;38529012;2;2
37908579;37908579;8;2
38720785;38720785;11;9
37938777;37938777;2;5
38408279;38408279;0;1
38689066;38689066;3;3
38645663;38645663;9;30
38692927;38692927;0;1
39075961;39075961;0;1
39107145;39107145;0;1
40525315;40525315;0;1
38189994;38189994;0;1
38367246;38367246;0;1
38398759;38398759;0;1
38399191;38399191;0;1
38402592;38402592;0;1
38404707;38404707;0;1
38478936;38478936;0;1
38486381;38486381;0;1
38487792;38487792;5;6
39088347;39088347;0;2
39013668;39013668;4;4
40202553;40202553;3;5
40306469;40306469;6;30
40359956;40359956;0;1
40430459;40430459;2;8
40525687;40525687;0;2
40671680;40671680;0;1
38881784;38881784;0;1
38760275;38760275;15;23
39835430;39835430;0;1
40039147;40039147;10;12
40151919;40151919;8;19
40225957;40225957;0;1
38653583;38653583;0;1
38674680;38674680;3;3
38889827;38889827;0;1
39811966;39811966;0;1
39401642;39401642;3;5
39453639;39453639;0;1
39467779;39467779;9;12
39548131;39548131;8;31
40370653;40370653;0;1
39597408;39597408;2;3
39668640;39668640;0;2
38539073;38539073;7;7
38642139;38642139;1;2
38766647;38766647;3;6
39731356;39731356;2;3
39757127;39757127;3;4
40612771;40612771;0;2
39835426;39835426;0;1
39925019;39925019;2;2
40237361;40237361;1;2
38967731;38967731;8;13
39076931;39076931;16;5
39178808;39178808;1;2
39368228;39368228;1;2
40347662;40347662;14;14
39397557;39397557;22;3
38412381;38412381;0;1
38417465;38417465;0;1
39664632;39664632;0;1
39704023;39704023;9;11
38637516;38637516;2;9
40300172;40300172;2;4
40358466;40358466;0;1
40371383;40371383;0;1
40511601;40511601;0;1
40525741;40525741;0;1
38932443;38932443;5;7
38940899;38940899;22;68
39091426;39091426;0;1
39093281;39093281;4;5
39111965;39111965;0;2
39141749;39141749;5;4
39331735;39331735;0;1
40607699;40607699;3;4
39435402;39435402;0;3
37909300;37909300;14;26
38669641;38669641;0;1
39815851;39815851;5;5
40581422;40581422;10;10
39943633;39943633;7;9
39954963;39954963;9;41
40597157;40597157;0;1
39988957;39988957;29;123
40690690;40690690;1;2
40784805;40784805;0;1
40400787;40400787;2;5
38903724;38903724;6;8
40436258;40436258;1;4
39018697;39018697;6;12
39238969;39238969;0;1
39331732;39331732;32;136
39420835;39420835;14;13
39547658;39547658;2;3
40551555;40551555;4;3
40558490;40558490;7;6
41057422;41057422;5;7
40822849;40822849;7;11
40950197;40950197;7;9
41004060;41004060;4;4
38920051;38920051;2;2
39060318;39060318;2;3
39381565;39381565;2;3
39385423;39385423;0;1
39515834;39515834;36;73
39586344;39586344;5;10
40895831;40895831;3;15
39704031;39704031;0;1
40018623;40018623;0;1
40942955;40942955;0;1
40765068;40765068;27;48
40016359;40016359;10;25
40043456;40043456;0;1
41242951;41242951;27;134
41243762;41243762;25;40
39634872;39634872;0;1
39659211;39659211;1;2
39666356;39666356;0;1
39678206;39678206;3;5
39691056;39691056;19;7
39836074;39836074;2;5
40844595;40844595;9;6
40909582;40909582;0;1
41068682;41068682;0;1
39540817;39540817;0;1
41037668;41037668;0;1
32991209;32991209;0;1
33089394;33089394;0;1
33274019;33274019;0;1
33300591;33300591;0;1
33322566;33322566;0;1
36044509;36044509;18;32
33684626;33684626;0;1
36424168;36424168;2;3
33924165;33924165;3;3
34170273;34170273;4;5
34172262;34172262;0;1
34211904;34211904;28;18
34356349;34356349;6;3
34392817;34392817;5;7
37226836;37226836;0;1
34458012;34458012;3;4
34477383;34477383;3;6
37339193;37339193;0;1
34659981;34659981;0;1
37479545;37479545;0;1
34768145;34768145;0;1
34793681;34793681;0;1
38104106;38104106;6;8
38104404;38104404;0;1
38177140;38177140;2;4
35664871;35664871;0;1
39575593;39575593;4;8
40530541;40530541;0;2
40891565;40891565;14;23
39485372;39485372;0;1
39519100;39519100;2;2
39526201;39526201;2;4
39566113;39566113;0;1
40824306;40824306;6;6
41057078;41057078;8;9
41061581;41061581;0;1
41062356;41062356;0;1
42739720;42739720;1;2
42768166;42768166;26;85
41307062;41307062;0;1
41310170;41310170;0;1
41360433;41360433;11;23
41482667;41482667;8;26
41596313;41596313;0;1
41700406;41700406;0;1
41729920;41729920;30;23
42122823;42122823;0;1
42165171;42165171;0;1
42174170;42174170;0;1
42175476;42175476;0;1
42291751;42291751;0;1
42299214;42299214;0;1
41139446;41139446;26;21
41141089;41141089;0;1
41203518;41203518;2;3
42645931;42645931;0;1
41453445;41453445;0;1
41573502;41573502;5;8
41653018;41653018;0;1
41770467;41770467;1;2
41776722;41776722;0;1
39811445;39811445;0;1
41922197;41922197;1;2
41948394;41948394;0;1
41980857;41980857;8;9
42029743;42029743;13;3
42132959;42132959;0;1
42173203;42173203;0;1
42186539;42186539;0;1
42201690;42201690;0;1
42212711;42212711;0;1
42437527;42437527;0;1
42496262;42496262;1;2
41060717;41060717;3;2
41341586;41341586;0;1
41342471;41342471;0;1
41351782;41351782;0;1
41678860;41678860;19;54
41705467;41705467;2;4
41720858;41720858;0;1
41892276;41892276;14;6
40847747;40847747;1;2
42014194;42014194;0;1
40951417;40951417;7;10
42185383;42185383;0;1
42220811;42220811;0;1
42267807;42267807;0;1
42358206;42358206;0;1
42570253;42570253;11;7
41181839;41181839;0;1
41201274;41201274;9;26
41205471;41205471;2;6
41346174;41346174;0;1
41350150;41350150;0;1
41411450;41411450;0;2
41439447;41439447;0;1
41446329;41446329;2;2
41557435;41557435;0;1
41571458;41571458;19;27
43095785;43095785;2;4
41631203;41631203;1;2
41685387;41685387;11;5
41806683;41806683;0;1
42024547;42024547;0;2
42099723;42099723;7;7
42167341;42167341;0;1
42215003;42215003;0;1
42405608;42405608;0;1
42452438;42452438;0;1
42526406;42526406;0;1
42552063;42552063;0;1
42562557;42562557;1;4
42579686;42579686;6;11
42584234;42584234;5;5
42587657;42587657;0;1
40872820;40872820;0;1
40927138;40927138;0;1
40986089;40986089;1;2
40998927;40998927;1;4
43131812;43131812;5;3
43135113;43135113;0;1
41203387;41203387;0;1
43192848;43192848;3;4
41400702;41400702;2;2
41477201;41477201;5;5
43236593;43236593;0;1
41806680;41806680;24;46
41843205;41843205;5;5
41888506;41888506;7;19
43276008;43276008;0;2
41006347;41006347;0;1
42056155;42056155;2;2
42088079;42088079;0;1
42178089;42178089;0;1
42187315;42187315;0;1
42582399;42582399;0;1
42664900;42664900;3;2
41177267;41177267;0;1
41934726;41934726;0;1
41382299;41382299;3;3
40866198;40866198;0;1
41963305;41963305;0;1
42073492;42073492;0;1
42105094;42105094;2;2
42210417;42210417;0;1
43367103;43367103;5;9
42328909;42328909;0;1
42363301;42363301;0;1
42519147;42519147;0;1
42611150;42611150;16;61
41342038;41342038;0;1
41398775;41398775;4;2
42625453;42625453;3;4
41554103;41554103;17;20
42802441;42802441;0;1
43136572;43136572;0;2
41771446;41771446;5;4
42454195;42454195;7;11
42508245;42508245;6;13
42611127;42611127;0;1
42618781;42618781;1;4
42645923;42645923;2;5
42716783;42716783;0;1
43130919;43130919;0;1
42633794;42633794;5;5
42654418;42654418;10;14
42766475;42766475;3;2
41282239;41282239;0;1
43102278;43102278;0;1
35982892;35982892;0;1
36022600;36022600;2;3
36024672;36024672;2;12
36116492;36116492;4;2
36245697;36245697;0;1
36378374;36378374;0;1
36519962;36519962;2;4
36562865;36562865;0;1
39092465;39092465;7;4
36692485;36692485;0;1
36844637;36844637;13;12
36872832;36872832;0;1
37195965;37195965;0;1
39540808;39540808;31;28
37273577;37273577;5;3
37318888;37318888;3;3
39688863;39688863;0;1
37531719;37531719;33;4
37604151;37604151;31;55
37629406;37629406;0;1
40095211;40095211;4;6
37694882;37694882;0;1
37768167;37768167;6;3
37776004;37776004;0;1
40367742;40367742;1;2
37896768;37896768;0;1
37980632;37980632;13;32
38112577;38112577;0;1
38113830;38113830;32;44
42590840;42590840;2;2
42599396;42599396;3;2
41603618;41603618;8;12
43328403;43328403;0;1
41363601;41363601;5;3
41436222;41436222;0;1
41476341;41476341;0;1
43409316;43409316;0;1
41587027;41587027;0;1
42732792;42732792;0;1
41922415;41922415;8;20
42957383;42957383;0;1
42987699;42987699;8;8
42741649;42741649;6;8
42753296;42753296;4;3
42789143;42789143;2;2
42829323;42829323;0;1
42891423;42891423;1;2
41821985;41821985;10;60
41842859;41842859;25;41
43573217;43573217;6;6
42711507;42711507;0;1
43170266;43170266;34;48
43170327;43170327;11;25
43036827;43036827;10;11
42848879;42848879;0;1
43379801;43379801;4;6
43409315;43409315;0;1
43662050;43662050;7;12
43081854;43081854;0;1
43520322;43520322;19;95
43521526;43521526;4;4
43635641;43635641;1;3
43645248;43645248;2;14
43658252;43658252;12;20
43662313;43662313;3;4
43715108;43715108;0;1
43816302;43816302;0;1
44016464;44016464;0;1
44279301;44279301;0;1
44338047;44338047;0;1
44376469;44376469;8;4
44442836;44442836;5;9
44479017;44479017;0;1
44561977;44561977;0;1
44770300;44770300;8;20
44797740;44797740;15;23
44861701;44861701;0;1
44913486;44913486;0;1
44949879;44949879;0;1
43924792;43924792;0;1
43972767;43972767;4;11
44004119;44004119;8;47
44022914;44022914;9;4
44043795;44043795;4;5
42761296;42761296;17;53
43408193;43408193;0;1
43149285;43149285;0;1
43217580;43217580;6;6
43433254;43433254;7;8
45011178;45011178;0;1
43768267;43768267;0;1
43942307;43942307;1;2
44041213;44041213;14;55
44056430;44056430;9;7
44220371;44220371;0;1
44254131;44254131;10;26
44391675;44391675;5;3
43355897;43355897;0;1
43138199;43138199;4;9
43811796;43811796;0;1
43915114;43915114;2;4
43994647;43994647;14;8
44015941;44015941;13;23
44041528;44041528;0;1
44181946;44181946;1;3
44291363;44291363;1;2
44325389;44325389;0;1
44361204;44361204;0;1
44477554;44477554;0;1
44682984;44682984;2;2
44746794;44746794;0;2
44763172;44763172;2;3
44869847;44869847;3;4
44950216;44950216;10;16
44958257;44958257;0;1
38256005;38256005;5;4
38383221;38383221;0;1
40988308;40988308;0;1
38390624;38390624;2;3
38402156;38402156;0;1
38413635;38413635;0;1
38417098;38417098;0;1
38462637;38462637;1;2
38465345;38465345;9;8
41212658;41212658;25;14
38469204;38469204;0;1
38501160;38501160;0;1
38645522;38645522;4;6
38674985;38674985;5;12
41605117;41605117;0;2
41721620;41721620;13;11
45089787;45089787;0;1
45094106;45094106;4;12
45315214;45315214;2;4
45114587;45114587;0;1
45117063;45117063;0;1
45130231;45130231;0;1
45183111;45183111;22;105
38965281;38965281;0;1
41822209;41822209;0;1
39365930;39365930;7;5
39414060;39414060;0;1
39459252;39459252;0;1
39592716;39592716;4;20
39663127;39663127;3;2
39674442;39674442;2;4
39770904;39770904;0;1
39807572;39807572;3;3
39810867;39810867;0;1
42552060;42552060;15;53
40046964;40046964;17;31
40136242;40136242;1;2
40166524;40166524;1;2
40178809;40178809;2;3
44429769;44429769;1;7
44442612;44442612;0;1
44698959;44698959;0;1
44972071;44972071;20;107
45126377;45126377;0;1
44251546;44251546;2;3
43892732;43892732;0;1
44039232;44039232;0;1
44104076;44104076;0;1
44277011;44277011;3;5
44277343;44277343;0;1
44299478;44299478;4;2
44316819;44316819;0;1
44356633;44356633;0;1
44476612;44476612;2;3
44682975;44682975;36;16
44970314;44970314;1;2
43652652;43652652;0;3
43794725;43794725;1;2
43848023;43848023;10;13
44008510;44008510;11;23
44037157;44037157;0;1
44078337;44078337;1;2
44089683;44089683;1;2
44157686;44157686;4;2
44183907;44183907;9;7
44560058;44560058;0;1
44762105;44762105;0;1
44524725;44524725;0;1
44525744;44525744;0;1
44808920;44808920;4;7
44901039;44901039;5;4
44958263;44958263;0;1
45054078;45054078;0;2
45086315;45086315;0;2
45110915;45110915;0;2
44903759;44903759;34;22
44999591;44999591;3;2
45002004;45002004;5;8
45003842;45003842;33;102
45051129;45051129;34;60
45062470;45062470;3;8
44900169;44900169;2;2
44961106;44961106;2;5
44970362;44970362;0;1
44984102;44984102;6;6
45089089;45089089;3;4
45116966;45116966;0;1
45270167;45270167;9;33
44984729;44984729;0;1
44993617;44993617;2;5
45054402;45054402;0;1
45096299;45096299;5;4
44069217;44069217;1;3
44218697;44218697;21;23
44384064;44384064;20;73
45065734;45065734;7;5
45177272;45177272;0;1
45235681;45235681;0;1
45336842;45336842;0;1
45534835;45534835;0;1
44006947;44006947;0;1
44174709;44174709;20;47
44462501;44462501;0;3
44525675;44525675;0;1
44746556;44746556;36;53
45586849;45586849;1;2
46247591;46247591;1;2
46333093;46333093;5;15
46564070;46564070;0;1
46604571;46604571;2;5
46783663;46783663;0;1
46872039;46872039;2;2
45380624;45380624;0;1
46867825;46867825;0;1
45384568;45384568;0;1
46889353;46889353;22;30
44767547;44767547;3;4
45868631;45868631;7;5
46019993;46019993;4;5
45318680;45318680;0;1
45323621;45323621;13;9
46194648;46194648;3;6
46224246;46224246;8;16
46263747;46263747;22;23
46279173;46279173;0;1
46337908;46337908;9;8
46355406;46355406;25;30
46465081;46465081;2;4
46503228;46503228;2;3
45368309;45368309;7;7
46670109;46670109;4;3
46784496;46784496;0;1
46799790;46799790;3;5
46813069;46813069;0;2
46896704;46896704;34;54
47063628;47063628;4;4
45577199;45577199;3;3
45580864;45580864;0;1
45138644;45138644;0;1
45138878;45138878;20;210
45235680;45235680;6;5
45431037;45431037;1;2
45889593;45889593;7;2
45457620;45457620;7;12
45488561;45488561;4;4
45528941;45528941;0;1
45717623;45717623;0;1
45982926;45982926;11;19
45996294;45996294;3;4
45270170;45270170;0;1
45302072;45302072;1;3
45331538;45331538;8;11
45420967;45420967;0;1
45446586;45446586;0;2
45468881;45468881;8;5
45557989;45557989;1;2
45557990;45557990;0;1
45996494;45996494;0;1
47086696;47086696;4;3
46279702;46279702;1;2
46358068;46358068;2;2
46379510;46379510;9;14
46379742;46379742;1;4
45702000;45702000;0;1
45711981;45711981;0;1
45914519;45914519;10;21
46566821;46566821;9;14
46613782;46613782;0;1
46679598;46679598;9;39
45778413;45778413;0;1
45974013;45974013;18;13
46042752;46042752;0;1
46164638;46164638;2;3
46177656;46177656;0;1
47225863;47225863;4;4
46258544;46258544;0;1
46539562;46539562;16;24
46684376;46684376;16;109
47003602;47003602;0;1
47049276;47049276;3;5
47148734;47148734;1;2
47164495;47164495;3;2
47185969;47185969;2;4
40794580;40794580;0;1
40964512;40964512;3;5
41352306;41352306;0;1
44118001;44118001;18;33
41492139;41492139;4;7
41655772;41655772;0;1
1039795;1039795;3;6
1076577;1076577;0;1
1208448;1208448;0;1
1716722;1716722;4;3
1739736;1739736;5;6
41662739;41662739;3;6
41669108;41669108;0;1
44347499;44347499;0;2
41686254;41686254;0;1
41785275;41785275;0;1
41809311;41809311;0;1
41899023;41899023;0;1
41918777;41918777;12;18
41988652;41988652;2;6
42021957;42021957;11;14
42145248;42145248;8;10
42284409;42284409;7;10
42315882;42315882;4;4
42375661;42375661;2;3
42452922;42452922;0;1
42683756;42683756;12;41
42730099;42730099;0;1
42850748;42850748;4;3
45481722;45481722;10;8
43013275;43013275;0;1
43021897;43021897;4;3
45785388;45785388;12;9
43230235;43230235;31;416
45866178;45866178;2;7
43257643;43257643;5;8
43384006;43384006;17;28
43409061;43409061;0;1
45978433;45978433;19;67
43410612;43410612;0;1
43432776;43432776;5;14
43491989;43491989;0;1
43574496;43574496;0;1
43695028;43695028;2;3
45468051;45468051;0;1
47178873;47178873;0;1
45656286;45656286;1;3
45896829;45896829;17;27
47003599;47003599;0;1
47035960;47035960;12;12
47087538;47087538;4;9
45772759;45772759;0;1
45788612;45788612;3;6
47066903;47066903;0;3
45958412;45958412;1;2
46027217;46027217;0;1
45963281;45963281;0;3
46044303;46044303;1;5
47354459;47354459;0;1
47484526;47484526;0;1
45984069;45984069;0;1
47301624;47301624;4;3
47330961;47330961;0;1
46373599;46373599;31;13
46446767;46446767;3;5
46751956;46751956;2;6
45723113;45723113;26;56
47226508;47226508;4;11
47257771;47257771;1;2
47502350;47502350;5;5
47344893;47344893;0;1
43841443;43841443;0;2
44015689;44015689;6;12
46333041;46333041;0;1
44038085;44038085;0;1
46400893;46400893;6;6
44112070;44112070;0;1
46979735;46979735;0;1
47003253;47003253;30;51
47027953;47027953;0;1
47073727;47073727;1;3
47074110;47074110;3;3
47164458;47164458;23;9
45753621;45753621;8;9
46251330;46251330;0;1
46516356;46516356;1;3
47514547;47514547;0;1
47519931;47519931;0;1
46372526;46372526;12;29
46711856;46711856;19;51
46906222;46906222;0;2
46995859;46995859;0;3
47332281;47332281;4;7
47923964;47923964;9;11
47566152;47566152;0;1
47593545;47593545;8;4
47721010;47721010;8;12
47522362;47522362;0;1
48586937;48586937;3;4
48432086;48432086;0;1
47583753;47583753;12;24
47978637;47978637;10;11
48131432;48131432;14;34
49597279;49597279;3;3
47545977;47545977;0;1
47313262;47313262;2;2
48413578;48413578;3;5
48536932;48536932;0;1
48621432;48621432;6;2
48627984;48627984;0;1
48679949;48679949;0;1
48737802;48737802;3;9
48757922;48757922;1;2
48758272;48758272;0;1
48925714;48925714;2;2
48970356;48970356;2;4
49392087;49392087;15;29
49428526;49428526;0;1
47422282;47422282;0;1
47434467;47434467;23;8
47544735;47544735;0;1
47748745;47748745;1;3
49497855;49497855;10;3
47871913;47871913;4;10
48004110;48004110;0;1
48020740;48020740;22;46
47423286;47423286;1;3
48208002;48208002;0;1
48499869;48499869;0;1
48616122;48616122;7;7
48638835;48638835;0;1
48768788;48768788;4;2
44300552;44300552;0;1
44452553;44452553;0;1
49091690;49091690;0;1
49112282;49112282;30;5
49120002;49120002;10;8
46345556;46345556;1;7
46440235;46440235;1;3
47019168;47019168;2;9
46497240;46497240;27;79
46599739;46599739;0;1
46601892;46601892;0;1
44463583;44463583;1;2
44688299;44688299;28;49
44911411;44911411;3;3
44987268;44987268;3;2
45026008;45026008;1;2
45057745;45057745;28;112
45139450;45139450;0;1
45209008;45209008;18;34
48384427;48384427;26;127
48409012;48409012;4;4
48757934;48757934;0;1
45993692;45993692;0;1
47422165;47422165;1;2
47495401;47495401;0;1
47506298;47506298;1;2
47537350;47537350;4;9
47890364;47890364;2;2
48028793;48028793;1;6
48049903;48049903;0;2
48208085;48208085;10;12
48344844;48344844;0;1
48347083;48347083;0;1
48407701;48407701;0;1
48530337;48530337;0;1
48552429;48552429;14;7
48623275;48623275;1;2
48685880;48685880;7;4
48691577;48691577;3;2
48811338;48811338;21;90
48932102;48932102;0;1
47823984;47823984;0;1
47858434;47858434;6;5
47955889;47955889;16;72
48575466;48575466;0;1
48209144;48209144;1;4
48239051;48239051;0;1
48487263;48487263;0;1
48494994;48494994;0;1
48790134;48790134;5;2
49618993;49618993;0;3
47515080;47515080;0;1
48086076;48086076;2;4
48135327;48135327;17;5
48251649;48251649;13;18
48275564;48275564;3;4
48349951;48349951;0;1
48378361;48378361;2;2
48557353;48557353;7;11
48689947;48689947;0;1
48776202;48776202;0;1
48811347;48811347;6;9
48811396;48811396;0;1
49196184;49196184;0;1
49239321;49239321;0;1
157852;157852;0;1
49443777;49443777;0;1
49476040;49476040;0;1
50119497;50119497;0;1
49679014;49679014;0;1
49741993;49741993;32;107
49618994;49618994;0;1
47814375;47814375;0;1
49957565;49957565;2;7
49984237;49984237;0;1
602506;602506;0;1
690949;690949;13;4
690950;690950;0;2
752821;752821;5;10
47832505;47832505;0;1
47834260;47834260;0;1
49696131;49696131;6;4
48584251;48584251;8;12
807869;807869;0;1
49859079;49859079;0;1
351769;351769;20;13
49660852;49660852;32;34
552304;552304;2;5
50010357;50010357;9;8
48346568;48346568;0;1
48352018;48352018;0;1
48387048;48387048;19;8
48387782;48387782;1;3
48403258;48403258;0;1
48697957;48697957;0;1
48727305;48727305;0;1
48809572;48809572;0;1
48819557;48819557;2;5
48859608;48859608;0;1
49162833;49162833;0;1
49252479;49252479;0;1
49329832;49329832;3;3
49392368;49392368;3;4
49421550;49421550;0;1
49627214;49627214;0;2
413567;413567;5;6
414639;414639;5;2
49667549;49667549;2;3
488582;488582;5;19
488782;488782;0;1
49741996;49741996;0;1
49859509;49859509;0;1
49867297;49867297;0;1
49870205;49870205;0;1
49384891;49384891;0;2
49476618;49476618;0;1
90610;90610;0;1
49709315;49709315;8;22
49735349;49735349;6;7
49771983;49771983;0;1
49432534;49432534;0;1
49437512;49437512;0;1
49471325;49471325;0;1
87304;87304;0;1
49687532;49687532;7;9
352147;352147;0;1
49851382;49851382;0;1
49878690;49878690;0;1
49884036;49884036;0;1
49957287;49957287;2;7
49994774;49994774;0;1
50182069;50182069;9;14
49869327;49869327;0;1
49885396;49885396;0;1
49904205;49904205;0;1
50001380;50001380;7;22
49865994;49865994;0;1
190097;190097;2;4
409890;409890;6;6
50239207;50239207;2;3
50246434;50246434;3;3
50497340;50497340;0;2
50563463;50563463;0;1
50596269;50596269;8;8
50705601;50705601;0;1
50781427;50781427;8;2
50849161;50849161;3;2
1425892;1425892;22;71
1631531;1631531;0;1
51114439;51114439;21;20
1737362;1737362;3;7
1739738;1739738;0;1
142358;142358;10;4
1879018;1879018;3;9
46832877;46832877;30;17
49427570;49427570;0;1
49434220;49434220;0;1
46936727;46936727;9;20
49905565;49905565;3;4
47015711;47015711;0;2
47288408;47288408;19;12
47428058;47428058;1;2
47521580;47521580;0;1
47580074;47580074;1;2
47680999;47680999;3;6
48004202;48004202;12;5
48191297;48191297;0;1
48192184;48192184;0;1
48279088;48279088;1;2
48511811;48511811;0;1
48542729;48542729;3;2
48681624;48681624;3;4
48696534;48696534;0;1
48726014;48726014;1;3
49881790;49881790;0;1
1000065;1000065;2;2
49943326;49943326;0;1
49956797;49956797;3;4
1094289;1094289;0;1
656772;656772;0;1
1152346;1152346;0;1
1171401;1171401;1;2
711605;711605;7;7
50195182;50195182;0;1
778557;778557;0;1
1404556;1404556;5;3
50373155;50373155;5;9
50374223;50374223;0;1
49802712;49802712;35;50
49849029;49849029;0;1
49866911;49866911;0;1
49879313;49879313;0;1
669519;669519;1;2
680785;680785;11;10
50596175;50596175;0;1
50664919;50664919;0;1
50697861;50697861;0;1
50839549;50839549;10;39
1802147;1802147;0;1
50845162;50845162;0;1
50915622;50915622;5;14
1936662;1936662;4;7
50975372;50975372;0;1
2256424;2256424;12;14
51186447;51186447;4;4
2325879;2325879;0;1
51294462;51294462;4;3
51314467;51314467;0;1
51324409;51324409;0;1
2563631;2563631;0;2
51507663;51507663;10;27
51569182;51569182;0;1
51574798;51574798;1;3
2721613;2721613;4;9
2744727;2744727;21;73
907024;907024;0;1
966005;966005;0;3
217050;217050;2;3
341008;341008;5;4
351771;351771;3;2
398567;398567;1;3
759402;759402;1;3
50019382;50019382;0;1
709049;709049;0;1
50090328;50090328;3;2
243056;243056;0;1
297772;297772;0;1
961156;961156;24;14
50325304;50325304;0;1
318395;318395;0;1
1208450;1208450;0;1
50698928;50698928;0;1
390309;390309;0;1
50895936;50895936;0;1
1603802;1603802;2;3
1618441;1618441;19;43
51070815;51070815;0;1
51081676;51081676;0;1
51111391;51111391;35;20
1808162;1808162;0;1
51179093;51179093;0;1
51186450;51186450;0;1
1925417;1925417;0;1
51291470;51291470;0;1
51295214;51295214;3;3
51305342;51305342;8;3
51513242;51513242;1;3
2390826;2390826;1;2
465282;465282;1;4
49797845;49797845;0;1
49928663;49928663;14;17
